1.462162126592427317e-10,2.923836049741134954e-10,4.384534216861743899e-10
1.639357239135930599e-04,3.278169743327325305e-04,4.915893505100638571e-04
3.262928056729584147e-04,6.524787568240320024e-04,9.784511363686758736e-04
4.855079570071464744e-04,9.708607832882155779e-04,1.455903535891492134e-03
6.400478464514621239e-04,1.279898244899104701e-03,1.919353967751601456e-03
7.884249537599484318e-04,1.576617722912503940e-03,2.364346364459681427e-03
9.292102865292813964e-04,1.858162575175071642e-03,2.786599090840252268e-03
1.061048061819231574e-03,2.121822221950193672e-03,3.182048768791395383e-03
1.182668506432378889e-03,2.365057735412964303e-03,3.546888532855924092e-03
1.292900452108519931e-03,2.585526967645624535e-03,3.877605678243624572e-03
1.390682949901646563e-03,2.781107837012483305e-03,4.171016591043250413e-03
1.475073078816834492e-03,2.949913889185472402e-03,4.424290058214358674e-03
1.545258533098859636e-03,3.090319513527795166e-03,4.634985197571544514e-03
1.600563594092055657e-03,3.200971944345032665e-03,4.801069539400890096e-03
1.640454944387239374e-03,3.280802920518921268e-03,4.920936642960038396e-03
1.664548410255067617e-03,3.329042238613443179e-03,4.993426544523872634e-03
1.672611542744563331e-03,3.345222999629593203e-03,5.017833889305222533e-03
1.664566573178842199e-03,3.329187547682156516e-03,4.993916965991961054e-03
1.640490578679155900e-03,3.281087962610603447e-03,4.921898640957400942e-03
1.600615316875373924e-03,3.201385744695413576e-03,4.802466137460817061e-03
1.545324369528464732e-03,3.090846192486907448e-03,4.636762738559301392e-03
1.475150488173303373e-03,2.950533190466034413e-03,4.426380215245038531e-03
1.390768962695174572e-03,2.781795976828107218e-03,4.173339063637992313e-03
1.292991764840686073e-03,2.586257492469606987e-03,3.880071205025565663e-03
1.182761104941303966e-03,2.365801555910422571e-03,3.549400834285834291e-03
1.061138938611707770e-03,2.122551871714833428e-03,3.184512976360566201e-03
9.292963009937964302e-04,1.858850712667976281e-03,2.788921562347643907e-03
7.885020036857004607e-04,1.577236305247611131e-03,2.366435441908025863e-03
6.401136080093159514e-04,1.280424777794911002e-03,1.921131289328816515e-03
4.855596475279502495e-04,9.712745212845143045e-04,1.457300035259119541e-03
3.263279622727452726e-04,6.527628474311343619e-04,9.794117151909120453e-04
1.639530698427678476e-04,3.279606483127485081e-04,4.920773177731866148e-04
-2.924649843152343685e-10,-5.850276736986559667e-10,-8.777859056085467294e-10
-1.639536337901159775e-04,-3.279617762074446595e-04,-4.920790103024052804e-04
-3.263285807291423698e-04,-6.527640842226624949e-04,-9.794135699537746560e-04
-4.855594292492218240e-04,-9.712740839186179836e-04,-1.457299378240147760e-03
-6.401134624901636677e-04,-1.280424487565047205e-03,-1.921130854711616213e-03
-7.885025130027337788e-04,-1.577237324447584681e-03,-2.366436972526976025e-03
-9.292968103108295314e-04,-1.858851730978667259e-03,-2.788923088474904062e-03
-1.061138865852131411e-03,-2.122551726195680277e-03,-3.184512757758460599e-03
-1.182761468739184892e-03,-2.365802284476311180e-03,-3.549401928670705645e-03
-1.292992200751391825e-03,-2.586258363967641749e-03,-3.880072510494048544e-03
-1.390768379971813471e-03,-2.781794811058008708e-03,-4.173337314336093666e-03
-1.475150342977527614e-03,-2.950532901044612688e-03,-4.426379784184975019e-03
-1.545324660566769516e-03,-3.090846775695333011e-03,-4.636763614584602303e-03
-1.600615607913678708e-03,-3.201386326772023144e-03,-4.802467008958852257e-03
-1.640490578679155900e-03,-3.281087961802163326e-03,-4.921898638532081448e-03
-1.664566572532090449e-03,-3.329187547035404766e-03,-4.993916965345209305e-03
-1.672611542744563331e-03,-3.345223000276345386e-03,-5.017833889951975150e-03
-1.664548410255067617e-03,-3.329042238613443179e-03,-4.993426544523872634e-03
-1.640454944387239374e-03,-3.280802919872169952e-03,-4.920936641181470651e-03
-1.600563448572903157e-03,-3.200971651366475886e-03,-4.801069100256431452e-03
-1.545258242060554201e-03,-3.090318931451185164e-03,-4.634984324780004952e-03
-1.475073078816834492e-03,-2.949913889185472402e-03,-4.424290057567606058e-03
-1.390682513344188844e-03,-2.781106963412505358e-03,-4.171015278945559498e-03
-1.292900161070214930e-03,-2.585526386377455087e-03,-3.877604811201711479e-03
-1.182668724711107532e-03,-2.365058172132109525e-03,-3.546889188823922762e-03
-1.061047988817123309e-03,-2.121822075460913330e-03,-3.182048547925661261e-03
-9.292097772122484035e-04,-1.858161556217629348e-03,-2.786597560868052988e-03
-7.884241537279864211e-04,-1.576616123657020689e-03,-2.364343967678400604e-03
-6.400479919706144076e-04,-1.279898536503316399e-03,-1.919354405440873868e-03
-4.855074113103253564e-04,-9.708596914095089878e-04,-1.455901897157065765e-03
-3.262918234186803915e-04,-6.524767927196962330e-04,-9.784481916673645231e-04
-1.639359421923213499e-04,-3.278174109710328080e-04,-4.915900057100466673e-04
